ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
botania:manaresource_7_alt,,"AAA
AAA
AAA",A: ore:nuggetElvenElementium,botania:manaresource:7,3,3
botania:manaring,,"AB-
B-B
-B-","A: botania:manatablet:*
B: ore:ingotManasteel",botania:manaring,3,3
botania:manasteelaxe,,"AA
BA
B-","A: ore:ingotManasteel
B: ore:livingwoodTwig",botania:manasteelaxe,2,3
botania:manasteelboots,,"A-A
A-A",A: ore:ingotManasteel,botania:manasteelboots,3,2
botania:manasteelchest,,"A-A
AAA
AAA",A: ore:ingotManasteel,botania:manasteelchest,3,3
botania:manasteelhelm,,"AAA
A-A",A: ore:ingotManasteel,botania:manasteelhelm,3,2
botania:manasteellegs,,"AAA
A-A
A-A",A: ore:ingotManasteel,botania:manasteellegs,3,3
botania:manasteelpick,,"AAA
-B-
-B-","A: ore:ingotManasteel
B: ore:livingwoodTwig",botania:manasteelpick,3,3
botania:manasteelshears,,"A-
-A",A: ore:ingotManasteel,botania:manasteelshears,2,2
botania:manasteelshovel,,"A
B
B","A: ore:ingotManasteel
B: ore:livingwoodTwig",botania:manasteelshovel,1,3
botania:manasteelsword,,"A
A
B","A: ore:ingotManasteel
B: ore:livingwoodTwig",botania:manasteelsword,1,3
botania:manatablet,,"AAA
ABA
AAA","A: ore:livingrock
B: botania:manaresource:2 | botania:manaresource:1",botania:manatablet {},3,3
botania:manavoid,,"AAA
B-B
AAA","A: ore:livingrock
B: ore:obsidian",botania:manavoid,3,3
botania:manaweaveboots,,"A-A
A-A",A: ore:clothManaweave,botania:manaweaveboots,3,2
botania:manaweavechest,,"A-A
AAA
AAA",A: ore:clothManaweave,botania:manaweavechest,3,3
botania:manaweavehelm,,"AAA
A-A",A: ore:clothManaweave,botania:manaweavehelm,3,2
botania:manaweavelegs,,"AAA
A-A
A-A",A: ore:clothManaweave,botania:manaweavelegs,3,3
botania:miniisland_0,botania:miniisland,"A
B
C","A: botania:shinyflower
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland,1,3
botania:miniisland_1,botania:miniisland,"A
B
C","A: botania:shinyflower:1
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:1,1,3
botania:miniisland_10,botania:miniisland,"A
B
C","A: botania:shinyflower:10
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:10,1,3
botania:miniisland_11,botania:miniisland,"A
B
C","A: botania:shinyflower:11
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:11,1,3
botania:miniisland_12,botania:miniisland,"A
B
C","A: botania:shinyflower:12
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:12,1,3
botania:miniisland_13,botania:miniisland,"A
B
C","A: botania:shinyflower:13
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:13,1,3
botania:miniisland_14,botania:miniisland,"A
B
C","A: botania:shinyflower:14
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:14,1,3
botania:miniisland_15,botania:miniisland,"A
B
C","A: botania:shinyflower:15
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:15,1,3
botania:miniisland_2,botania:miniisland,"A
B
C","A: botania:shinyflower:2
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:2,1,3
botania:miniisland_3,botania:miniisland,"A
B
C","A: botania:shinyflower:3
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:3,1,3
botania:miniisland_4,botania:miniisland,"A
B
C","A: botania:shinyflower:4
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:4,1,3
botania:miniisland_5,botania:miniisland,"A
B
C","A: botania:shinyflower:5
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:5,1,3
botania:miniisland_6,botania:miniisland,"A
B
C","A: botania:shinyflower:6
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:6,1,3
botania:miniisland_7,botania:miniisland,"A
B
C","A: botania:shinyflower:7
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:7,1,3
botania:miniisland_8,botania:miniisland,"A
B
C","A: botania:shinyflower:8
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:8,1,3
botania:miniisland_9,botania:miniisland,"A
B
C","A: botania:shinyflower:9
B: botania:grassseeds
C: minecraft:dirt",botania:miniisland:9,1,3
botania:miningring,,"ABC
B-B
-B-","A: ore:runeEarthB
B: ore:ingotManasteel
C: minecraft:golden_pickaxe",botania:miningring,3,3
botania:missilerod,,"ABB
-CB
C-A","A: ore:eternalLifeEssence
B: ore:elvenDragonstone
C: ore:dreamwoodTwig",botania:missilerod,3,3
botania:monocle,,"AB
CB
-B","A: botania:managlass
B: minecraft:gold_nugget
C: ore:ingotManasteel",botania:monocle,2,3
botania:obediencestick,,"--A
-B-
B--","A: ore:ingotManasteel
B: ore:livingwoodTwig",botania:obediencestick,3,3
botania:openbucket,,"A-A
-A-",A: ore:ingotElvenElementium,botania:openbucket,3,2
botania:opencrate_0,,"AAA
A-A
A-A",A: botania:livingwood:1,botania:opencrate,3,3
botania:opencrate_1,,"ABA
A-A
A-A","A: botania:dreamwood:1
B: ore:workbench",botania:opencrate:1,3,3
botania:slab_recombine/pavement_0,,"A
A",A: botania:pavement0slab,botania:pavement,1,2
botania:pavement0slab_0,,AAA,A: botania:pavement,botania:pavement0slab x6,3,1
botania:pavement0stairs,,"--A
-AA
AAA",A: botania:pavement,botania:pavement0stairs x8,3,3
botania:pavement1slab_0,,AAA,A: botania:pavement:1,botania:pavement1slab x6,3,1
botania:pavement1stairs,,"--A
-AA
AAA",A: botania:pavement:1,botania:pavement1stairs x8,3,3
botania:pavement2slab_0,,AAA,A: botania:pavement:2,botania:pavement2slab x6,3,1
botania:pavement2stairs,,"--A
-AA
AAA",A: botania:pavement:2,botania:pavement2stairs x8,3,3
botania:pavement3slab_0,,AAA,A: botania:pavement:3,botania:pavement3slab x6,3,1
botania:pavement3stairs,,"--A
-AA
AAA",A: botania:pavement:3,botania:pavement3stairs x8,3,3
botania:pavement4slab_0,,AAA,A: botania:pavement:4,botania:pavement4slab x6,3,1
botania:pavement4stairs,,"--A
-AA
AAA",A: botania:pavement:4,botania:pavement4stairs x8,3,3
botania:pavement5slab_0,,AAA,A: botania:pavement:5,botania:pavement5slab x6,3,1
botania:pavement5stairs,,"--A
-AA
AAA",A: botania:pavement:5,botania:pavement5stairs x8,3,3
botania:slab_recombine/pavement_1,,"A
A",A: botania:pavement1slab,botania:pavement:1,1,2
botania:slab_recombine/pavement_2,,"A
A",A: botania:pavement2slab,botania:pavement:2,1,2
botania:slab_recombine/pavement_3,,"A
A",A: botania:pavement3slab,botania:pavement:3,1,2
botania:slab_recombine/pavement_4,,"A
A",A: botania:pavement4slab,botania:pavement:4,1,2
botania:slab_recombine/pavement_5,,"A
A",A: botania:pavement5slab,botania:pavement:5,1,2
botania:pestleandmortar,,"-A
B-
C-","A: ore:stickWood
B: ore:plankWood
C: minecraft:bowl",botania:pestleandmortar,2,3
botania:petalblock_0,botania:petalblock,"AAA
AAA
AAA",A: botania:petal,botania:petalblock,3,3
botania:petalblock_1,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:1,botania:petalblock:1,3,3
botania:petalblock_10,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:10,botania:petalblock:10,3,3
botania:petalblock_11,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:11,botania:petalblock:11,3,3
botania:petalblock_12,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:12,botania:petalblock:12,3,3
botania:petalblock_13,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:13,botania:petalblock:13,3,3
botania:petalblock_14,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:14,botania:petalblock:14,3,3
botania:petalblock_15,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:15,botania:petalblock:15,3,3
botania:petalblock_2,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:2,botania:petalblock:2,3,3
botania:petalblock_3,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:3,botania:petalblock:3,3,3
botania:petalblock_4,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:4,botania:petalblock:4,3,3
botania:petalblock_5,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:5,botania:petalblock:5,3,3
botania:petalblock_6,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:6,botania:petalblock:6,3,3
botania:petalblock_7,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:7,botania:petalblock:7,3,3
botania:petalblock_8,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:8,botania:petalblock:8,3,3
botania:petalblock_9,botania:petalblock,"AAA
AAA
AAA",A: botania:petal:9,botania:petalblock:9,3,3
botania:pixiering,,"AB-
B-B
-B-","A: ore:elvenPixieDust
B: ore:ingotElvenElementium",botania:pixiering,3,3
botania:platform_0,,"ABA
CDC","A: botania:livingwood:3
B: botania:livingwood:4
C: botania:livingwood
D: ore:manaPearl",botania:platform x2,3,2
botania:platform_1,,"ABA
CDC","A: botania:dreamwood:3
B: botania:dreamwood:4
C: botania:dreamwood
D: ore:elvenPixieDust",botania:platform:1 x2,3,2
botania:pool_0,,"A-A
AAA",A: ore:livingrock,botania:pool,3,2
botania:pool_2,,"A-A
AAA",A: botania:livingrock0slab,botania:pool:2,3,2
botania:pool_3,,"A-A
AAA",A: botania:shimmerrock,botania:pool:3,3,2
botania:prism,,"ABA
ACA
ABA","A: ore:blockGlassColorless
B: ore:gemPrismarine
C: botania:platform:1",botania:prism,3,3
botania:pump,,"AAA
BCB
AAA","A: ore:livingrock
B: ore:ingotManasteel
C: minecraft:bucket",botania:pump,3,3
botania:pylon_0,,"-A-
BCB
-A-","A: ore:ingotGold
B: ore:ingotManasteel
C: ore:manaDiamond",botania:pylon,3,3
botania:pylon_1,,"-A-
ABA
-C-","A: ore:nuggetTerrasteel
B: botania:pylon
C: minecraft:ender_eye",botania:pylon:1,3,3
botania:pylon_2,,"-A-
BCB
-A-","A: ore:elvenPixieDust
B: ore:ingotElvenElementium
C: botania:pylon",botania:pylon:2,3,3
botania:quartz_0,,"AAA
ABA
AAA","A: ore:gemQuartz
B: minecraft:coal | minecraft:coal:1",botania:quartz x8,3,3
botania:quartz_2,,"AAA
ABA
AAA","A: ore:gemQuartz
B: minecraft:blaze_powder",botania:quartz:2 x8,3,3
botania:quartz_3,,"AAA
ABA
AAA","A: ore:gemQuartz
B: minecraft:red_flower:2 | minecraft:red_flower:7 | minecraft:double_plant:1 | minecraft:double_plant:5",botania:quartz:3 x8,3,3
botania:quartz_4,,"AAA
ABA
AAA","A: ore:gemQuartz
B: minecraft:redstone",botania:quartz:4 x8,3,3
botania:quartz_6,,"AAA
ABA
AAA","A: ore:gemQuartz
B: minecraft:double_plant",botania:quartz:6 x8,3,3
botania:quartzslabblazehalf_0,,AAA,A: botania:quartztypeblaze,botania:quartzslabblazehalf x6,3,1
botania:quartzslabdarkhalf_0,,AAA,A: botania:quartztypedark,botania:quartzslabdarkhalf x6,3,1
botania:quartzslabelfhalf_0,,AAA,A: botania:quartztypeelf,botania:quartzslabelfhalf x6,3,1
botania:quartzslablavenderhalf_0,,AAA,A: botania:quartztypelavender,botania:quartzslablavenderhalf x6,3,1
botania:quartzslabmanahalf_0,,AAA,A: botania:quartztypemana,botania:quartzslabmanahalf x6,3,1
botania:quartzslabredhalf_0,,AAA,A: botania:quartztypered,botania:quartzslabredhalf x6,3,1
botania:quartzslabsunnyhalf_0,,AAA,A: botania:quartztypesunny,botania:quartzslabsunnyhalf x6,3,1
botania:quartzstairsblaze,,"--A
-AA
AAA",A: botania:quartztypeblaze,botania:quartzstairsblaze x8,3,3
botania:quartzstairsdark,,"--A
-AA
AAA",A: botania:quartztypedark,botania:quartzstairsdark x8,3,3
botania:quartzstairself,,"--A
-AA
AAA",A: botania:quartztypeelf,botania:quartzstairself x8,3,3
botania:quartzstairslavender,,"--A
-AA
AAA",A: botania:quartztypelavender,botania:quartzstairslavender x8,3,3
botania:quartzstairsmana,,"--A
-AA
AAA",A: botania:quartztypemana,botania:quartzstairsmana x8,3,3
botania:quartzstairsred,,"--A
-AA
AAA",A: botania:quartztypered,botania:quartzstairsred x8,3,3
botania:quartzstairssunny,,"--A
-AA
AAA",A: botania:quartztypesunny,botania:quartzstairssunny x8,3,3
botania:quartztypeblaze_0,,"AA
AA",A: ore:quartzBlaze,botania:quartztypeblaze,2,2
botania:quartztypeblaze_1,,"A
A",A: botania:quartzslabblazehalf,botania:quartztypeblaze:1,1,2
botania:quartztypeblaze_2,,"A
A",A: botania:quartztypeblaze,botania:quartztypeblaze:2 x2,1,2
botania:quartztypedark_0,,"AA
AA",A: ore:quartzDark,botania:quartztypedark,2,2
botania:quartztypedark_1,,"A
A",A: botania:quartzslabdarkhalf,botania:quartztypedark:1,1,2
botania:quartztypedark_2,,"A
A",A: botania:quartztypedark,botania:quartztypedark:2 x2,1,2
botania:quartztypeelf_0,,"AA
AA",A: ore:quartzElven,botania:quartztypeelf,2,2
botania:quartztypeelf_1,,"A
A",A: botania:quartzslabelfhalf,botania:quartztypeelf:1,1,2
botania:quartztypeelf_2,,"A
A",A: botania:quartztypeelf,botania:quartztypeelf:2 x2,1,2
botania:quartztypelavender_0,,"AA
AA",A: ore:quartzLavender,botania:quartztypelavender,2,2
botania:quartztypelavender_1,,"A
A",A: botania:quartzslablavenderhalf,botania:quartztypelavender:1,1,2
botania:quartztypelavender_2,,"A
A",A: botania:quartztypelavender,botania:quartztypelavender:2 x2,1,2
botania:quartztypemana_0,,"AA
AA",A: ore:quartzMana,botania:quartztypemana,2,2
botania:quartztypemana_1,,"A
A",A: botania:quartzslabmanahalf,botania:quartztypemana:1,1,2
botania:quartztypemana_2,,"A
A",A: botania:quartztypemana,botania:quartztypemana:2 x2,1,2
botania:quartztypered_0,,"AA
AA",A: ore:quartzRed,botania:quartztypered,2,2
botania:quartztypered_1,,"A
A",A: botania:quartzslabredhalf,botania:quartztypered:1,1,2
botania:quartztypered_2,,"A
A",A: botania:quartztypered,botania:quartztypered:2 x2,1,2
botania:quartztypesunny_0,,"AA
AA",A: ore:quartzSunny,botania:quartztypesunny,2,2
botania:quartztypesunny_1,,"A
A",A: botania:quartzslabsunnyhalf,botania:quartztypesunny:1,1,2
botania:quartztypesunny_2,,"A
A",A: botania:quartztypesunny,botania:quartztypesunny:2 x2,1,2
botania:rainbowrod,,"-AB
-CA
C--","A: ore:elvenPixieDust
B: ore:elvenDragonstone
C: ore:ingotElvenElementium",botania:rainbowrod,3,3
botania:reachring,,"AB-
B-B
-B-","A: ore:runePrideB
B: ore:ingotElvenElementium",botania:reachring,3,3
botania:redstringcomparator,,"AAA
ABC
AAA","A: ore:livingrock
B: minecraft:comparator
C: ore:bRedString",botania:redstringcomparator,3,3
botania:redstringcontainer,,"AAA
ABC
AAA","A: ore:livingrock
B: ore:chestWood
C: ore:bRedString",botania:redstringcontainer,3,3
botania:redstringdispenser,,"AAA
ABC
AAA","A: ore:livingrock
B: minecraft:dispenser
C: ore:bRedString",botania:redstringdispenser,3,3
botania:redstringfertilizer,,"AAA
ABC
AAA","A: ore:livingrock
B: botania:fertilizer
C: ore:bRedString",botania:redstringfertilizer,3,3
botania:redstringinterceptor,,"AAA
ABC
AAA","A: ore:livingrock
B: minecraft:stone_button
C: ore:bRedString",botania:redstringinterceptor,3,3
botania:redstringrelay,,"AAA
ABC
AAA","A: ore:livingrock
B: botania:spreader
C: ore:bRedString",botania:redstringrelay,3,3
botania:rfgenerator,,"ABA
BCB
ABA","A: ore:livingrock
B: ore:blockRedstone
C: ore:ingotManasteel",botania:rfgenerator,3,3
crafttweaker:ct_shaped1055421907,,"---
ABA
BCB","A: botania:tinyplanetblock
B: ore:livingrock
C: ore:manaPearl",botania:runealtar,3,3
botania:sextant,,"-AB
-AA
BBB","A: ore:livingwoodTwig
B: ore:ingotManasteel",botania:sextant,3,3
botania:slab_recombine/shimmerrock,,"A
A",A: botania:shimmerrock0slab,botania:shimmerrock,1,2
botania:shimmerrock0slab_0,,AAA,A: botania:shimmerrock,botania:shimmerrock0slab x6,3,1
botania:shimmerrock0stairs,,"--A
-AA
AAA",A: botania:shimmerrock,botania:shimmerrock0stairs x8,3,3
botania:slab_recombine/shimmerwoodplanks,,"A
A",A: botania:shimmerwoodplanks0slab,botania:shimmerwoodplanks,1,2
botania:shimmerwoodplanks0slab_0,,AAA,A: botania:shimmerwoodplanks,botania:shimmerwoodplanks0slab x6,3,1
botania:shimmerwoodplanks0stairs,,"--A
-AA
AAA",A: botania:shimmerwoodplanks,botania:shimmerwoodplanks0stairs x8,3,3
botania:slimebottle,,"ABA
ACA
-A-","A: ore:ingotElvenElementium
B: botania:elfglass
C: ore:slimeball",botania:slimebottle,3,3
botania:slingshot,,"-AB
-AA
A--","A: ore:livingwoodTwig
B: ore:runeAirB",botania:slingshot,3,3
botania:smeltrod,,"-AB
-CA
C--","A: minecraft:blaze_rod
B: ore:runeFireB
C: ore:livingwoodTwig",botania:smeltrod,3,3
botania:spark,,"-A-
BCB
-A-","A: botania:petal | botania:mushroom | botania:petal:1 | botania:mushroom:1 | botania:petal:2 | botania:mushroom:2 | botania:petal:3 | botania:mushroom:3 | botania:petal:4 | botania:mushroom:4 | botania:petal:5 | botania:mushroom:5 | botania:petal:6 | botania:mushroom:6 | botania:petal:7 | botania:mushroom:7 | botania:petal:8 | botania:mushroom:8 | botania:petal:9 | botania:mushroom:9 | botania:petal:10 | botania:mushroom:10 | botania:petal:11 | botania:mushroom:11 | botania:petal:12 | botania:mushroom:12 | botania:petal:13 | botania:mushroom:13 | botania:petal:14 | botania:mushroom:14 | botania:petal:15 | botania:mushroom:15
B: minecraft:blaze_powder
C: ore:nuggetGold",botania:spark,3,3
botania:sparkchanger,,"ABA
BCB","A: ore:ingotElvenElementium
B: ore:livingrock
C: ore:dustRedstone",botania:sparkchanger,3,2
botania:spawnerclaw,,"ABA
CDC
CEC","A: minecraft:blaze_rod
B: ore:ingotElvenElementium
C: minecraft:prismarine:2
D: botania:storage
E: ore:bEnderAirBottle",botania:spawnerclaw,3,3
botania:spawnermover,,"ABA
CDC
ABA","A: ore:eternalLifeEssence
B: ore:ingotElvenElementium
C: ore:bEnderAirBottle
D: ore:elvenDragonstone",botania:spawnermover,3,3
botania:speedupbelt,,"-A-
BCB
-D-","A: minecraft:filled_map | minecraft:filled_map:*
B: botania:grassseeds
C: botania:travelbelt
D: minecraft:sugar",botania:speedupbelt,3,3
botania:spellcloth,,"-A-
ABA
-A-","A: ore:clothManaweave
B: ore:manaPearl",botania:spellcloth,3,3
botania:spreader_0,botania:spreader,"AAA
BC-
AAA","A: ore:livingwood
B: ore:ingotGold
C: botania:petal | botania:mushroom | botania:petal:1 | botania:mushroom:1 | botania:petal:2 | botania:mushroom:2 | botania:petal:3 | botania:mushroom:3 | botania:petal:4 | botania:mushroom:4 | botania:petal:5 | botania:mushroom:5 | botania:petal:6 | botania:mushroom:6 | botania:petal:7 | botania:mushroom:7 | botania:petal:8 | botania:mushroom:8 | botania:petal:9 | botania:mushroom:9 | botania:petal:10 | botania:mushroom:10 | botania:petal:11 | botania:mushroom:11 | botania:petal:12 | botania:mushroom:12 | botania:petal:13 | botania:mushroom:13 | botania:petal:14 | botania:mushroom:14 | botania:petal:15 | botania:mushroom:15",botania:spreader,3,3
botania:spreader_2,botania:spreader,"AAA
BC-
AAA","A: ore:dreamwood
B: ore:ingotElvenElementium
C: botania:petal | botania:mushroom | botania:petal:1 | botania:mushroom:1 | botania:petal:2 | botania:mushroom:2 | botania:petal:3 | botania:mushroom:3 | botania:petal:4 | botania:mushroom:4 | botania:petal:5 | botania:mushroom:5 | botania:petal:6 | botania:mushroom:6 | botania:petal:7 | botania:mushroom:7 | botania:petal:8 | botania:mushroom:8 | botania:petal:9 | botania:mushroom:9 | botania:petal:10 | botania:mushroom:10 | botania:petal:11 | botania:mushroom:11 | botania:petal:12 | botania:mushroom:12 | botania:petal:13 | botania:mushroom:13 | botania:petal:14 | botania:mushroom:14 | botania:petal:15 | botania:mushroom:15",botania:spreader:2,3,3
botania:spreader_3,botania:spreader,ABC,"A: ore:eternalLifeEssence
B: botania:spreader:2
C: ore:elvenDragonstone",botania:spreader:3,3,1
botania:starfield,,"ABA
ACA","A: ore:ingotElvenElementium
B: ore:elvenPixieDust
C: ore:obsidian",botania:starfield,3,2
botania:starsword,,"--A
BC-
DB-","A: ore:ingotElvenElementium
B: ore:bEnderAirBottle
C: ore:elvenDragonstone
D: botania:terrasword",botania:starsword,3,3
botania:storage_0,,"AAA
AAA
AAA",A: ore:ingotManasteel,botania:storage,3,3
botania:storage_1,,"AAA
AAA
AAA",A: ore:ingotTerrasteel,botania:storage:1,3,3
botania:storage_2,,"AAA
AAA
AAA",A: ore:ingotElvenElementium,botania:storage:2,3,3
botania:storage_3,,"AAA
AAA
AAA",A: ore:manaDiamond,botania:storage:3,3,3
botania:storage_4,,"AAA
AAA
AAA",A: ore:elvenDragonstone,botania:storage:4,3,3
botania:supercloudpendant,,"ABA
ACA
DED","A: minecraft:ghast_tear
B: ore:ingotElvenElementium
C: botania:cloudpendant
D: minecraft:wool
E: ore:eternalLifeEssence",botania:supercloudpendant,3,3
botania:superlavapendant,,"AAA
ABA
CDC","A: minecraft:blaze_rod
B: botania:lavapendant
C: minecraft:nether_brick
D: ore:eternalLifeEssence",botania:superlavapendant,3,3
botania:supertravelbelt,,"A--
-B-
C-A","A: ore:ingotElvenElementium
B: botania:travelbelt
C: ore:eternalLifeEssence",botania:supertravelbelt,3,3
botania:swapring,,"AB-
B-B
-B-","A: minecraft:clay
B: ore:ingotManasteel",botania:swapring,3,3
botania:temperancestone,,"-A-
ABA
-A-","A: ore:stone
B: ore:runeEarthB",botania:temperancestone,3,3
botania:terraaxe,,"AAB
ACA
-C-","A: ore:ingotTerrasteel
B: ore:glowstone
C: ore:livingwoodTwig",botania:terraaxe,3,3
botania:terraformrod,,"-AB
CDE
FG-","A: ore:runeWinterB
B: ore:ingotTerrasteel
C: ore:runeAutumnB
D: botania:dirtrod
E: ore:runeSpringB
F: botania:grassseeds
G: ore:runeSummerB",botania:terraformrod,3,3
botania:terrapick,,"ABA
ACA
-C-","A: ore:ingotTerrasteel
B: botania:manatablet:*
C: ore:livingwoodTwig",botania:terrapick {},3,3
botania:terraplate,,"AAA
BCD
EFG","A: ore:blockLapis
B: ore:runeWaterB
C: botania:storage
D: ore:runeFireB
E: ore:runeEarthB
F: ore:runeManaB
G: ore:runeAirB",botania:terraplate,3,3
botania:terrasteelboots,,"ABA
CDC
-C-","A: ore:livingwoodTwig
B: ore:runeWinterB
C: ore:ingotTerrasteel
D: botania:manasteelboots",botania:terrasteelboots,3,3
botania:terrasteelchest,,"ABA
CDC
-C-","A: ore:livingwoodTwig
B: ore:runeSummerB
C: ore:ingotTerrasteel
D: botania:manasteelchest",botania:terrasteelchest,3,3
botania:terrasteelhelm,,"ABA
CDC
-C-","A: ore:livingwoodTwig
B: ore:runeSpringB
C: ore:ingotTerrasteel
D: botania:manasteelhelm",botania:terrasteelhelm,3,3
botania:terrasteelhelmreveal,,"ABA
CDC
-C-","A: ore:livingwoodTwig
B: ore:runeSpringB
C: ore:ingotTerrasteel
D: botania:manasteelhelmreveal",botania:terrasteelhelmreveal,3,3
